323 5385 23 1 1171 195.242 90.4969 75.0064 172.987 173.278 182.804 128 117 148 5.62597 5.34382 4.84385 2.02982 6.51634 3.64617 3.64617 54716.8 175658 98288 1.99038 5.62794 3.36896 2.70678 9.16889 4.02912 0.916675 2.22211 0.697555 7 6 10
364 5419 123 2 6194 197.302 -93.7321 104.378 150.732 191.887 177.253 84 181 171 4.57881 4.08354 4.08979 0.267324 5.44929 4.4028 4.4028 7206.13 146894 118684 0.666552 3.10999 2.95122 0.798456 7.14772 4.4028 0.534649 0.40587 1.76255 2 6 3
374 5767 167 2 8400 145.638 -30.3406 162.252 162.326 109.494 189.353 159 52 157 4.15894 5.22831 3.98273 0.656754 0.123214 3.5237 3.5237 17703.8 3321.43 94986.7 0.656754 0.331941 4.18441 0.6567540.635965 7.18728 0.656754 0.101182 0.772507 1 4 13
388 5151 75 0 3789 215.346 6.91588 81.3461 84.2789 182.546 199.737 40 134 178 7.85885 5.6814 4.96962 1.0873 1.5591 3.07914 3.07914 29309.9 42027.9 83002.9 1.0873 1.59461 3.20124 1.0873 2.75549 4.1995 1.0873 0.365222 2.68897 1 6 11
417 5281 54 2 2707 104.794 -64.492 437.683 161.896 203.229 213.933 164 85 234 3.77107 4.32118 3.66829 6.52577 5.03824 4.83805 5.03824 175912 135813 130417 4.84842 2.20088 4.83805 11.0572 5.03824 4.83805 1.71546 0.0996825 4.83805 10 11 1
446 5918 41 2 2067 91.5502 102.117 607.477 183.636 182.099 187.629 190 66 158 4.05441 4.0081 3.77384 1.96727 0.296269 4.42771 4.42771 53030.7 7986.38 119356 1.96727 0.596644 4.18336 1.96727 0.60075 4.78844 1.96727 0.592538 2.36109 1 2 7
474 5478 7 0 386 106.014 48.9561 428.802 34.5206 28.775 183.824 42 31 178 4.57858 4.74725 5.41864 1.52354 0.379945 1.77283 1.77283 41069.3 10242 47789.2 1.92642 0.809981 2.02314 4.25781 1.48526 2.38374 0.495524 0.379945 1.30186 13 9 10
480 5643 54 2 2712 148.316 57.9913 510.786 129.763 138.732 193.873 107 156 248 4.34512 4.13751 3.82495 3.58022 1.86587 10.2892 10.2892 96510.2 50297.5 277360 3.34089 2.80249 5.43817 5.31191 7.8047 10.2892 0.273964 1.04071 2.55536 15 14 9
503 5906 18 2 945 239.929 62.9973 531.666 110.635 117.295 205.358 136 156 166 4.81746 4.43698 6.23075 0.0144962 0.413721 3.64466 3.64466 390.767 11152.5 98247.4 0.0304939 0.413721 3.52503 0.0319954 0.413721 4.19913 0.0289924 0.413721 2.36989 2 1 7
575 5561 62 0 3146 140.419 -40.5794 342.568 183.59 48.1349 49.6893 117 61 61 4.8648 3.86777 3.92824 0.393315 1.05942 1.38664 1.38664 10602.4 28558.4 37379.1 0.246135 1.05942 1.83986 0.393315 1.05942 3.67275 0.0362587 1.05942 1.00161 3 1 5
599 5527 83 0 4153 119.65 69.8922 414.609 164.499 157.529 174.217 77 57 106 4.32418 4.80447 3.90637 4.0089 1.9705 5.14297 5.14297 108066 53117.8 138636 3.22431 2.6177 5.48463 4.0089 7.26656 8.42454 2.27928 0.979792 2.62209 3 9 10
665 5169 68 0 3429 232.228 83.0498 541.695 188.898 17.9493 198.842 102 35 117 3.95681 3.54638 3.8789 3.20367 1.57997 8.20681 8.20681 86359.7 42590.6 221227 3.2043 1.76005 9.41965 6.82596 4.48731 15.0984 0.414579 0.392727 4.9513 7 7 14
677 5204 95 1 4788 233.362 -99.3154 609.184 201.405 217.326 200.855 114 168 136 5.33588 4.68133 5.01431 0.181939 5.8053 0.480868 0.480868 4904.45 156491 12962.5 0.286895 5.53928 2.09115 0.363878 9.17445 3.22056 0.209912 1.22133 0.961736 2 12 2
687 5187 188 1 9430 145.824 -99.5905 295.475 115.434 166.793 192.102 95 206 131 4.22929 3.59747 4.33215 0.59024 5.00207 2.00632 2.00632 15910.8 134838 54083.5 0.833655 3.08703 2.96846 1.30545 6.17455 4.90545 0.550048 0.512554 0.919762 4 16 14
